School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
GRAND ISLAND CENTRAL SCHOOL,HUTH ROAD SCHOOL,Erie,Public School,117,No,0,0,0,117,Yes,09/29/2016,110,7,Yes,Yes,10/25/2016,http://www.grandislandschools.org,141501060001,1773 HUTH RD,GRAND ISLAND,NY,14072,10/25/2016,10/25/2016,"(42.888143, -78.795544)","1773 HUTH RD GRAND ISLAND
NY 14072
(43.051135963000036, -78.95808250199997)"
AVERILL PARK CENTRAL SCHOOL,GEORGE WASHINGTON SCHOOL,Rensselaer,Public School,49,No,0,0,0,49,Yes,09/29/2016,48,1,Yes,Yes,11/09/2016,http://www.averillpark.k12.ny.us,491302060003,344 MENEMSNA LN,TROY,NY,12180,11/16/2016,11/16/2016,"(42.70098, -73.628669)","344 MENEMSNA LN
TROY, NY 12180
(42.72913981800008, -73.68812059699997)"
BELLMORE UNION FREE SCHOOL,REINHARD EARLY CHLDHD CTR,Nassau,Public School,28,No,28,0,0,0,Yes,04/01/2016,28,0,Yes,Yes,09/21/2016,http://www.bellmoreschools.org,280207020004,2750 ST. ST. MARKS AVE,BELLMORE,NY,11710,10/31/2016,10/31/2016,"(40.715749, -73.601185)","2750 ST ST MARKS AVE
BELLMORE, NY 11710
(40.65513431200003, -73.52534635299997)"
GLENS FALLS CITY SCHOOLS,KENSINGTON ROAD SCHOOL,Warren,Public School,60,No,0,0,0,60,Yes,09/23/2016,53,7,Yes,Yes,10/27/2016,http://www.gfsd.org,630300010004,KENSINGTON RD,GLENS FALLS,NY,12801,11/02/2016,11/02/2016,"(43.403024, -73.716044)","KENSINGTON RD GLENS FALLS, NY 12801
(43.31368507800005, -73.64813849599994)"
CAZENOVIA CENTRAL SCHOOL,CAZENOVIA MIDDLE SCHOOL,Madison,Public School,66,No,4,0,0,66,Yes,09/23/2016,47,9,Yes,Yes,11/18/2016,http://cazenoviacsd.com,250201060001,31 EMORY AVE,CAZENOVIA,NY,13035,10/28/2016,12/02/2016,"(42.986917, -75.720031)","31 EMORY AVE
CAZENOVIA, NY 13035
(42.933267443000034, -75.85815041599994)"
BYRAM HILLS CENTRAL SCHOOL,BYRAM HILLS S H S,Westchester,Public School,170,No,0,0,0,170,Yes,10/15/2016,125,45,Yes,Yes,10/24/2016,http://byramhills.org,661201060006,12 TRIPP LN,ARMONK,NY,10504,11/09/2016,11/09/2016,"(41.039278, -73.805386)","12 TRIPP LN
ARMONK, NY 10504
(41.13431835600005, -73.68617448899994)"
ELWOOD UNION FREE SCH,JAMES H BOYD / CUBA HILL ELEMENTARY,Suffolk,Public School,68,No,51,0,0,0,Yes,06/08/2016,51,17,Yes,Yes,09/15/2016,http://www.elwood.k12.ny.us,580401020001,286 CUBA HILL RD,HUNTINGTON,NY,11743,11/10/2016,11/10/2016,"(40.820237, -73.119032)","286 CUBA HILL RD
HUNTINGTON, NY 11743
(40.85005878100003, -73.34170121399995)"
BROCKPORT CENTRAL SCHOOL,BROCKPORT H S,Monroe,Public School,48,No,46,0,0,0,Yes,05/21/2016,46,2,Yes,Yes,06/22/2016,http://www.brockport.k12.ny.us/district.cfm?subpage=29375,261801060003,40 ALLEN ST,BROCKPORT,NY,14420,11/09/2016,11/09/2016,"(43.161748, -77.620143)","40 ALLEN ST
BROCKPORT, NY 14420
(43.207029169000066, -77.94552806899998)"
ARLINGTON CENTRAL SCHOOL DISTRICT,OVERLOOK PRIMARY SCHOOL,Dutchess,Public School,80,No,0,0,0,80,Yes,09/23/2016,62,18,Yes,Yes,10/28/2016,http://www.arlingtonschools.org,131601060004,11 MAPLEVIEW RD EXTENSION,POUGHKEEPSIE,NY,12603,10/31/2016,10/31/2016,"(41.686216, -73.840468)","11 MAPLEVIEW RD EXTENSION
POUGHKEEPSIE, NY 12603
(41.690017099000045, -73.86002117799995)"
CHATEAUGAY CENTRAL SCHOOL,CHATEAUGAY S H S,Franklin,Public School,64,No,20,0,0,0,Yes,10/28/2016,47,17,Yes,Yes,12/28/2016,http://www.chateaugaycsd.org/,160801040002,42 RIVER ST,CHATEAGAY,NY,12920,12/30/2016,12/30/2016,"(44.705699, -74.340621)","42 RIVER ST
CHATEAGAY, NY 12920
(44.92947238600004, -74.07991193499998)"
BRENTWOOD UNION FREE SCHOOL,TWIN PINES ELEM SCHOOL,Suffolk,Public School,49,No,37,0,0,0,Yes,07/29/2016,37,12,Yes,Yes,10/17/2016,http://www.bufsd.org,580512030013,2 MUR PLACE,BRENTWOOD,NY,11717,11/03/2016,11/03/2016,"(40.820237, -73.119032)","2 MUR PLACE
BRENTWOOD, NY 11717
(40.78789050200004, -73.25988669899994)"
BETHPAGE UNION FREE SCHOOL,KRAMER E S,Nassau,Public School,29,No,29,0,0,0,Yes,05/24/2016,29,0,Yes,Yes,09/21/2016,http://www.bethpagecommunity.com,280521030004,KRAMER LANE,PLAINVIEW,NY,11803,11/09/2016,11/09/2016,"(40.715749, -73.601185)","KRAMER LANE PLAINVIEW, NY 11803
(40.77460449100005, -73.49355254199997)"
GREECE CENTRAL SCHOOL,PADDY HILL ELEM SCHOOL,Monroe,Public School,87,No,82,0,0,3,Yes,04/28/2016,86,1,Yes,Yes,11/04/2016,http://www.greececsd.org/,260501060009,1801 LATTA RD,ROCHESTER,NY,14612,10/20/2016,12/15/2016,"(43.161748, -77.620143)","1801 LATTA RD
ROCHESTER, NY 14612
(43.25285212800003, -77.65945014799996)"
BALDWIN UNION FREE SCHOOL,SHUBERT SCHOOL (LEAD ONLY),Nassau,Public School,8,No,8,0,0,0,Yes,07/06/2016,8,0,Yes,Yes,07/06/2016,http://www.baldwinschools.org,280210030010,835 DEMOTT AVENUE,BALDWIN,NY,11510,01/19/2017,01/19/2017,"(40.715749, -73.601185)","835 DEMOTT AVENUE
BALDWIN, NY 11510
(40.67558813200003, -73.60951451799997)"
ADDISON CENTRAL SCHOOL,TUSCARORA ELEM SCHOOL,Steuben,Public School,48,No,48,0,0,0,Yes,05/12/2016,48,0,No,Yes,05/16/2016,http://www.addisoncsd.org,570101040001,7 CLEVELAND DR,ADDISON,NY,14801,11/15/2016,11/15/2016,"(42.270053, -77.324618)","7 CLEVELAND DR
ADDISON, NY 14801
(42.10282233600003, -77.23143586099997)"
COHOES CITY SCHOOL DISTRICT,COHOES HS,Albany,Public School,116,No,6,0,0,110,Yes,10/12/2016,101,15,Yes,Yes,12/07/2016,http://cohoes.org/CohoesHighSchool/index.cfm,010500010007,ELM ST,COHOES,NY,12047,11/09/2016,12/07/2016,"(42.678066, -73.814233)","ELM ST COHOES, NY 12047
(42.77281643200007, -73.70461097099997)"
AUBURN CITY SCHOOLS,CASEY PARK ES,Cayuga,Public School,42,No,42,0,0,0,Yes,06/14/2016,42,0,No,Yes,07/08/2016,http://district.auburn.cnyric.org,050100010002,101 PULASKI ST,AUBURN,NY,13021,10/26/2016,10/26/2016,"(42.940095, -76.560755)","101 PULASKI ST
AUBURN, NY 13021
(42.94069539000003, -76.58169160499995)"
CATO MERIDIAN CENTRAL SCHOOL DISTRICT,CATO MERIDIAN MS,Cayuga,Public School,36,No,16,0,0,20,Yes,10/05/2016,34,2,Yes,Yes,11/09/2016,http://www.catomeridian.org,050401040002,2851 NYS RTE 370 E,CATO,NY,13033,11/07/2016,11/09/2016,"(42.940095, -76.560755)","2851 NYS RTE
E CATO, NY 13033
(43.16775800900007, -76.57676204199998)"
FREEPORT UNION FREE SCHOOL,JOHN W DODD MIDDLE SCHOOL,Nassau,Public School,157,No,27,0,0,130,Yes,10/21/2016,109,48,Yes,Yes,01/18/2017,http://Freeportschools.org,280209030006,BOX 50,FREEPORT,NY,11520,01/25/2017,01/25/2017,"(40.715749, -73.601185)","50 FREEPORT
NY 11520
(40.656660921000025, -73.58640712799996)"
BUFFALO CITY SCHOOLS,PS 68 WESTMINSTER COMMUNITY CHARTER SCHOOL,Erie,Public School,58,No,0,0,0,58,Yes,09/24/2016,58,0,Yes,Yes,09/26/2016,http://www.buffaloschools.org,140600010068,24 WESTMINSTER ST,BUFFALO,NY,14215,01/26/2017,01/26/2017,"(42.888143, -78.795544)","24 WESTMINSTER ST
BUFFALO, NY 14215
(42.93928495400007, -78.81277327399994)"
BOCES No District Name,BOCES CATT-ALLEG-ERIE-WYOMING,Cattaraugus,BOCES School,174,No,0,0,0,174,Yes,10/24/2016,170,4,Yes,Yes,01/13/2017,http://www.caboces.org/management/esf,049000000000,1825 WINDFALL RD,OLEAN,NY,14760,01/27/2017,01/19/2017,"(42.224267, -78.606673)","1825 WINDFALL RD
OLEAN, NY 14760
(42.09409248800006, -78.40637660499993)"
BUFFALO CITY SCHOOLS,PS 206 SOUTH PARK HIGH SCHOOL,Erie,Public School,143,No,0,0,0,143,Yes,10/05/2016,137,6,Yes,Yes,12/05/2016,http://www.buffaloschools.org,140600010110,150 SOUTHSIDE PKWY,BUFFALO,NY,14220,01/20/2017,01/20/2017,"(42.888143, -78.795544)","150 SOUTHSIDE PKWY
BUFFALO, NY 14220
(42.85276882900007, -78.82369223899997)"
GATES CHILI CENTRAL SCHOOL,PAUL ROAD SCHOOL,Monroe,Public School,61,No,61,0,0,0,Yes,04/14/2016,61,12,Yes,Yes,04/28/2016,http://gateschili.org,260401060007,571 PAUL RD,ROCHESTER,NY,14624,12/02/2016,11/19/2016,"(43.161748, -77.620143)","571 PAUL RD
ROCHESTER, NY 14624
(43.10621166800007, -77.72411978599996)"
EAST ROCKAWAY U F S,EAST ROCKAWAY J S H S,Nassau,Public School,143,No,94,0,0,0,Yes,04/28/2016,94,49,Yes,Yes,11/08/2016,http://eastrockawayschools.org/,280219030002,443 OCEAN AVE,EAST ROCKAWAY,NY,11518,11/09/2016,11/09/2016,"(40.715749, -73.601185)","443 OCEAN AVE EAST
ROCKAWAY, NY 11518
(40.64605701500005, -73.65855970899997)"
GREAT NECK UNION FREE SCHOOL,SADDLE ROCK SCHOOL,Nassau,Public School,47,No,47,0,0,0,Yes,05/26/2016,47,0,Yes,Yes,09/21/2016,http://www.greatneck.k12.ny.us,280407030010,10 HAWTHORNE LN,GREAT NECK,NY,11023,11/10/2016,11/10/2016,"(40.715749, -73.601185)","10 HAWTHORNE LN GREAT NECK
NY 11023
(40.79200617500004, -73.74659224199996)"
CAIRO-DURHAM CENTRAL SCHOOL,CAIRO J S H S,Greene,Public School,122,No,0,0,0,122,Yes,10/24/2016,118,4,Yes,Yes,11/04/2016,http://www.cairodurham.org,190301040003,1301 ROUTE 145,CAIRO,NY,12413,11/07/2016,11/04/2016,"(42.298326, -73.973376)","1301 ROUTE
CAIRO, NY 12413
(42.30736405500005, -74.01517876499997)"
BAY SHORE UNION FREE SCHOOL,FIFTH AVENUE SCHOOL,Suffolk,Public School,38,No,36,0,0,0,Yes,06/16/2016,36,2,Yes,Yes,09/21/2016,http://www.bayshoreschools.org/files/filesystem/Lead%20in%20Water%20Sampling%20Test%20Results%20Web.pdf,580501030004,217 FIFTH AVE,BAY SHORE,NY,11706,11/03/2016,11/03/2016,"(40.820237, -73.119032)","217 FIFTH AVE BAY SHORE
NY 11706
(40.730710471000066, -73.26113440799998)"
BETHPAGE UNION FREE SCHOOL,JOHN F KENNEDY J H S,Nassau,Public School,58,No,56,0,0,0,Yes,05/25/2016,56,2,Yes,Yes,09/21/2016,http://www.bethpagecommunity.com,280521030008,BROADWAY,BETHPAGE,NY,11714,11/09/2016,11/09/2016,"(40.715749, -73.601185)","BROADWAY BETHPAGE, NY 11714
(40.734196362000034, -73.48657036599997)"
ANDES CENTRAL SCHOOL DISTRICT,ANDES CENTRAL SCHOOL,Delaware,Public School,31,This school has one or more lead-free buildings,0,0,0,31,Yes,09/18/2016,26,5,Yes,Yes,11/14/2016,http://andescentralschool.org,120102040001,85 DELAWARE AVE,ANDES,NY,13731,11/14/2016,11/14/2016,"(42.242972, -74.997944)","85 DELAWARE AVE
ANDES, NY 13731
(42.19006952800004, -74.78670673599999)"
CHEEKTOWAGA CENTRAL SCHOOL,CHEEKTOWAGA HIGH SCHOOL,Erie,Public School,127,No,0,0,0,127,Yes,10/25/2016,103,24,Yes,Yes,12/14/2016,http://www.cheektowagak12.org,140701060006,3600 UNION RD,CHEEKTOWAGA,NY,14225,11/09/2016,12/15/2016,"(42.888143, -78.795544)","3600 UNION RD
CHEEKTOWAGA, NY 14225
(42.91150926000006, -78.75427793099999)"
FABIUS-POMPEY CENTRAL SCHOOL,FABIUS JSHS,Onondaga,Public School,,No,,,,,No,,61,12,Yes,Yes,12/28/2016,,420601040003,MILL ST,FABIUS,NY,13063,,01/03/2017,"(43.065629, -76.168033)","MILL ST FABIUS, NY 13063
(42.835258758000066, -75.98407570499995)"
BUFFALO CITY SCHOOLS,PS 76 HERMAN BADILLO BILINGUAL ACADEMY,Erie,Public School,85,No,0,4,0,85,Yes,09/22/2016,85,0,Yes,Yes,09/26/2016,http://www.buffaloschools.org,140600010076,300 S ELMWOOD AVE,BUFFALO,NY,14201,01/20/2017,01/20/2017,"(42.888143, -78.795544)","300 S ELMWOOD AVE
BUFFALO, NY 14201
(42.89349010900003, -78.87756459199994)"
COPIAGUE UNION FREE SCHOOL,DEAUVILLE GARDENS ELEM SCHOOL,Suffolk,Public School,119,No,0,0,0,119,Yes,09/17/2016,,,No,No,,http://www.copiague.k12.ny.us,580105030001,100 DEAUVILLE BLVD,COPIAGUE,NY,11726,11/08/2016,,"(40.820237, -73.119032)","100 DEAUVILLE BLVD
COPIAGUE, NY 11726
(40.67136086000005, -73.40236042499998)"
AKRON CENTRAL SCHOOL,AKRON ELEM SCHOOL,Erie,Public School,128,No,0,0,0,128,Yes,09/20/2016,123,5,Yes,Yes,10/21/2016,http://www.akronschools.org,142101040001,47 BLOOMINGDALE AVE,AKRON,NY,14001,10/25/2016,10/25/2016,"(42.888143, -78.795544)","47 BLOOMINGDALE AVE
AKRON, NY 14001
(43.02409632100006, -78.49156080299997)"
CROWN POINT CENTRAL SCHOOL,CROWN POINT CENTRAL SCHOOL,Essex,Public School,75,No,0,0,0,75,Yes,09/23/2016,71,4,Yes,Yes,10/12/2016,http://crownpointpanthers.com,150203040001,2758 MAIN ST,CROWN POINT,NY,12928,10/28/2016,10/28/2016,"(44.166026, -73.685145)","2758 MAIN ST CROWN POINT
NY 12928
(43.950956709000025, -73.42901729699997)"
EAST IRONDEQUOIT CENTRAL SCHOOL,LAURELTON ELEM SCHOOL,Monroe,Public School,71,No,59,0,0,0,Yes,04/25/2016,59,12,Yes,Yes,04/25/2016,http://www.eastiron.org/schools/,260801060003,600 PARDEE RD,ROCHESTER,NY,14609,11/14/2016,11/14/2016,"(43.161748, -77.620143)","600 PARDEE RD
ROCHESTER, NY 14609
(43.18727104200008, -77.55315347199996)"
GOSHEN CENTRAL SCHOOL,CJ HOOKER MS,Orange,Public School,103,No,21,0,0,103,Yes,10/05/2016,86,17,Yes,Yes,11/14/2016,http://www.goshenschools.org,440601040004,41 LINCOLN AVE,GOSHEN,NY,10924,11/09/2016,11/14/2016,"(41.422459, -74.241929)","41 LINCOLN AVE
GOSHEN, NY 10924
(41.40616301700004, -74.32727199099998)"
BOCES No District Name,ONEIDA-HERKIMER-MADISON BOCES SPECIAL EDUCATION,Oneida,BOCES School,,No,,,,,No,,,,No,No,,,419000000001,4747 MIDDLE SETTLEMENT RD,NEW HARTFORD,NY,13413,,,"(43.149482, -75.361773)","4747 MIDDLE SETTLEMENT RD
NEW HARTFORD, NY 13413
(43.09165298600004, -75.31829734199994)"
CHERRY VALLEY SPRINGFIELD CENT SCHOOL,CHERRY VALLEY-SPRINGFIELD ELEMENTARY SCHOOL,Otsego,Public School,124,This school has one or more lead-free buildings,0,0,0,124,Yes,09/29/2016,119,6,Yes,No,,http://www.cvscs.org,472202040004,PO BOX 485,CHERRY VALLEY,NY,13320,12/02/2016,01/19/2017,"(42.564852, -75.060334)","485 CHERRY VALLEY
NY 13320
(42.74248088400003, -74.77651403799996)"
CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,CHENANGO BRIDGE ES,Broome,Public School,90,No,0,0,0,90,Yes,09/15/2016,84,6,Yes,Yes,10/06/2016,http://www.cvcsd.stier.org,030701060003,221 Chenango Bridge Road,BINGHAMTON,NY,13901,11/08/2016,11/08/2016,"(42.122015, -75.933191)","221 Chenango Bridge Road
BINGHAMTON, NY 13901
(42.16306178100007, -75.87399235099997)"
BUFFALO CITY SCHOOLS,PS 207 LAFAYETTE INTERNATIONAL SCHOOL,Erie,Public School,,No,,,,,No,,,,No,No,,,140600010141,970 LAFAYETTE AVENUE,BUFFALO,NY,14213,,,"(42.888143, -78.795544)","970 LAFAYETTE AVENUE
BUFFALO, NY 14213
(42.92070538200005, -78.86236211699998)"
ELMONT UNION FREE SCHOOL,STEWART MANOR ELEM SCHOOL,Nassau,Public School,73,No,0,0,0,73,Yes,09/22/2016,68,5,Yes,Yes,12/08/2016,http://www.elmontschools.org,280216020007,STEWART AVE,STEWART MANOR,NY,11530,12/09/2016,12/13/2016,"(40.715749, -73.601185)","STEWART AVE STEWART MANOR, NY 11530
(40.72753884300005, -73.63786591599995)"
CORTLAND CITY SCHOOLS,F E SMITH SCHOOL,Cortland,Public School,99,No,0,0,0,99,Yes,09/22/2016,74,25,Yes,Yes,11/28/2016,http://cortlandschools.org,110200010010,33 WHEELER AVE,CORTLAND,NY,13045,11/09/2016,11/29/2016,"(42.597101, -76.143291)","33 WHEELER AVE
CORTLAND, NY 13045
(42.61104632200005, -76.18975175299994)"
BALDWINSVILLE CENTRAL SCHOOL,HARRY E ELDEN ELEM SCHOOL,Onondaga,Public School,51,No,51,0,0,51,Yes,09/27/2016,,,No,No,,http://www.bville.org,420901060002,OSWEGO ST,BALDWINSVILLE,NY,13027,01/26/2017,,"(43.065629, -76.168033)","OSWEGO ST BALDWINSVILLE, NY 13027
(43.13338274400007, -76.30891469999995)"
EAST MEADOW UNION FREE SCHOOL,MEADOWBROOK ELEM SCHOOL,Nassau,Public School,54,No,45,0,0,0,Yes,08/03/2016,45,9,Yes,Yes,09/20/2016,http://eastmeadow.k12.ny.us,280203030012,N NEWBRIDGE RD,EAST MEADOW,NY,11554,11/10/2016,11/10/2016,"(40.715749, -73.601185)","N NEWBRIDGE RD EAST MEADOW, NY 11554
(40.71524024100006, -73.55173460299994)"
DRYDEN CENTRAL SCHOOL,DRYDEN ELEMENTARY SCHOOL,Tompkins,Public School,114,No,40,0,0,74,Yes,01/06/2017,,,No,No,,http://www.dryden.k12.ny.us/,610301060001,DRYDEN ELEMENTARY SCHOOL,DRYDEN,NY,13053,01/09/2017,,"(42.461024, -76.478784)","DRYDEN ELEMENTARY SCHOOL DRYDEN, NY 13053
(42.49824855700007, -76.30236539899994)"
CORTLAND CITY SCHOOLS,VIRGIL ES,Cortland,Public School,45,No,0,0,0,45,Yes,09/23/2016,43,2,Yes,Yes,10/20/2016,http://cortlandschools.org,110200010004,RD 2,CORTLAND,NY,13045,11/09/2016,11/09/2016,"(42.597101, -76.143291)","2 CORTLAND
NY 13045
(42.59928394600007, -76.17963553899995)"
CLARENCE CENTRAL SCHOOL,HARRIS HILL ES,Erie,Public School,92,No,0,0,0,92,Yes,09/21/2016,74,18,Yes,Yes,10/20/2016,http://www.clarenceschools.org/Page/3753,140801060002,4260 SOUTH HARRIS HILL RD,CLARENCE,NY,14031,12/05/2016,12/05/2016,"(42.888143, -78.795544)","4260 SOUTH HARRIS HILL RD
CLARENCE, NY 14031
(42.97712693200003, -78.61966018499999)"
BRIGHTON CENTRAL SCHOOL,TWELVE CORNERS MID-SCHOOL,Monroe,Public School,121,No,107,0,0,0,Yes,06/28/2016,107,14,Yes,Yes,06/21/2016,https://bcsd.org/,260101060008,2643 ELMWOOD AVENUE,ROCHESTER,NY,14618,11/15/2016,11/15/2016,"(43.161748, -77.620143)","2643 ELMWOOD AVENUE
ROCHESTER, NY 14618
(43.126361415000076, -77.56515963499999)"
COMMACK UNION FREE SCHOOL,INDIAN HOLLOW SCHOOL,Suffolk,Public School,82,No,26,0,0,42,Yes,10/07/2016,70,12,Yes,Yes,10/10/2016,http://www.commackschools.org/default.aspx,580410030005,KINGS PARK RD,COMMACK,NY,11725,11/11/2016,11/11/2016,"(40.820237, -73.119032)","KINGS PARK RD COMMACK, NY 11725
(40.839523523000025, -73.30037078499998)"
BROCTON CENTRAL SCHOOL DISTRICT,BROCTON ES + MS,Chautauqua,Public School,97,No,0,0,0,97,Yes,09/27/2016,187,13,Yes,Yes,11/15/2016,http://www.broctoncsd.org,062301040002,138 W MAIN ST,BROCTON,NY,14716,12/08/2016,11/18/2016,"(42.246904, -79.315313)","138 W MAIN ST
BROCTON, NY 14716
(42.38449588100008, -79.45380225999997)"
COPIAGUE UNION FREE SCHOOL,SUSAN E WILEY SCHOOL,Suffolk,Public School,88,No,0,0,0,88,Yes,09/17/2016,,,No,No,,http://www.copiague.k12.ny.us,580105030004,OFF SCUDDER AVE,COPIAGUE,NY,11726,11/08/2016,,"(40.820237, -73.119032)","OFF SCUDDER AVE COPIAGUE, NY 11726
(40.68163483700005, -73.39770207299995)"
ALBANY CITY SCHOOL DISTRICT,THOMAS S OBRIEN SCHOOL,Albany,Public School,106,No,0,0,0,106,Yes,09/25/2016,93,13,Yes,Yes,11/10/2016,http://www.albanyschools.com/,010100010028,100 DELAWARE AVE,ALBANY,NY,12202,11/28/2016,11/28/2016,"(42.678066, -73.814233)","100 DELAWARE AVE
ALBANY, NY 12202
(42.64724159000008, -73.77015031599996)"
DUNKIRK CITY SCHOOL DISTRICT,SCHOOL  5,Chautauqua,Public School,43,No,0,0,0,43,Yes,09/28/2016,43,0,No,Yes,10/11/2016,http://www.dunkirkcsd.org,060800010005,117 BRIGHAM RD,DUNKIRK,NY,14048,11/04/2016,11/04/2016,"(42.246904, -79.315313)","117 BRIGHAM RD
DUNKIRK, NY 14048
(42.484554900000035, -79.34599855399995)"
CANASERAGA CENTRAL SCHOOL DISTRICT,CANASERAGA SCHOOL,Allegany,Public School,62,No,0,0,0,62,Yes,09/20/2016,40,22,Yes,Yes,10/18/2016,http://www.ccsdny.org/,021102040001,8 E MAIN ST,CANASERAGA,NY,14822,10/24/2016,10/24/2016,"(42.226801, -78.020567)","8 E MAIN ST
CANASERAGA, NY 14822
(42.46180723300006, -77.77095530399998)"
CHEEKTOWAGA CENTRAL SCHOOL,UNION EAST ES,Erie,Public School,96,No,0,0,0,96,Yes,09/29/2016,79,17,Yes,Yes,10/10/2016,http://www.cheektowagak12.org,140701060004,3550 UNION RD,CHEEKTOWAGA,NY,14225,11/09/2016,11/09/2016,"(42.888143, -78.795544)","3550 UNION RD
CHEEKTOWAGA, NY 14225
(42.91185091800003, -78.75427262199997)"
BOCES No District Name,ONEIDA-HERKIMER-MADISON BOCES ALTERNATIVE EDUCATION,Oneida,BOCES School,56,No,0,0,0,56,Yes,09/30/2016,56,2,Yes,Yes,11/22/2016,http://www.oneida-boces.org,419000000002,4747 MIDDLE SETTLEMENT RD,NEW HARTFORD,NY,13413,01/13/2017,01/13/2017,"(43.149482, -75.361773)","4747 MIDDLE SETTLEMENT RD
NEW HARTFORD, NY 13413
(43.09165298600004, -75.31829734199994)"
BUFFALO CITY SCHOOLS,PS 192 BUFFALO ACADEMY FOR ARTS,Erie,Public School,163,No,0,0,0,163,Yes,09/24/2016,156,7,Yes,Yes,10/24/2016,http://www.buffaloschools.org,140600010097,MASTON ST,BUFFALO,NY,14204,01/20/2017,01/20/2017,"(42.888143, -78.795544)","MASTON ST BUFFALO, NY 14204
(42.88318878700005, -78.86098566899994)"
CANAJOHARIE CENTRAL SCHOOL,EAST HILL SCHOOL,Montgomery,Public School,123,No,0,0,0,123,Yes,09/21/2016,113,10,Yes,Yes,11/14/2016,http://www.canajoharieschools.org,270301040004,25 SCHOOL DISTRICT RD,CANAJOHARIE,NY,13317,11/07/2016,11/28/2016,"(42.933637, -74.341972)","25 SCHOOL DISTRICT RD
CANAJOHARIE, NY 13317
(42.89887370900004, -74.56320398899999)"
GATES CHILI CENTRAL SCHOOL,GATES CHILI H S,Monroe,Public School,72,No,72,0,0,0,Yes,04/14/2016,72,7,Yes,Yes,04/22/2016,http://gateschili.org,260401060001,910 WEGMAN RD,ROCHESTER,NY,14624,12/02/2016,11/19/2016,"(43.161748, -77.620143)","910 WEGMAN RD
ROCHESTER, NY 14624
(43.15297987400004, -77.71134320599998)"
CHERRY VALLEY SPRINGFIELD CENT SCHOOL,CHERRY VALLEY-SPRINGFIELD JUNIOR-SENOR HS,Otsego,Public School,124,This school has one or more lead-free buildings,0,0,0,124,Yes,09/29/2016,119,6,Yes,No,,http://www.cvscs.org,472202040001,PO BOX 485,CHERRY VALLEY,NY,13320,12/02/2016,01/19/2017,"(42.564852, -75.060334)","485 CHERRY VALLEY
NY 13320
(42.74248088400003, -74.77651403799996)"
ELMIRA CITY SCHOOL DISTRICT,PARLEY COBURN SCHOOL,Chemung,Public School,113,No,0,0,0,113,Yes,09/26/2016,113,1,Yes,Yes,12/10/2016,http://elmiracityschools.com,070600010013,216 MT ZOAR ST,ELMIRA,NY,14904,12/16/2016,12/19/2016,"(42.116644, -76.812331)","216 MT ZOAR ST
ELMIRA, NY 14904
(42.07920745700005, -76.80522698699997)"
BUFFALO CITY SCHOOLS,PS 31 HARRIET ROSS TUBMAN SCHOOL,Erie,Public School,99,No,0,0,0,99,Yes,09/21/2016,93,6,Yes,Yes,10/27/2016,http://www.buffaloschools.org,140600010031,212 STANTON ST,BUFFALO,NY,14212,01/20/2017,01/20/2017,"(42.888143, -78.795544)","212 STANTON ST
BUFFALO, NY 14212
(42.88954313200003, -78.84604507899996)"
EAST HAMPTON UNION FREE SCHOOL,EAST HAMPTON MIDDLE SCHOOL,Suffolk,Public School,201,No,0,0,0,201,Yes,10/25/2016,,,No,No,,http://EHUFSD.ORG,580301020003,76 NEWTOWN LN,EAST HAMPTON,NY,11937,11/16/2016,,"(40.820237, -73.119032)","76 NEWTOWN LN EAST
HAMPTON, NY 11937
(40.96463022300003, -72.18874508399995)"
CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL,MARYVALE PRIMARY SCHOOL,Erie,Public School,123,No,0,0,0,123,Yes,09/24/2016,123,31,Yes,Yes,10/05/2016,,140702030003,1 NAGEL DR,CHEEKTOWAGA,NY,14225,10/26/2016,10/26/2016,"(42.888143, -78.795544)","1 NAGEL DR
CHEEKTOWAGA, NY 14225
(42.92051767000004, -78.74646302799994)"
AVERILL PARK CENTRAL SCHOOL,MILLER HILL SAND LAKE SCHOOL,Rensselaer,Public School,111,No,0,0,0,111,Yes,10/01/2016,108,5,Yes,Yes,12/09/2016,http://www.averillpark.k12.ny.us,491302060001,8439 MILLER HILL RD,AVERILL PARK,NY,12018,11/16/2016,12/19/2016,"(42.70098, -73.628669)","8439 MILLER HILL RD AVERILL PARK
NY 12018
(42.63822423700003, -73.54230367799994)"
DRYDEN CENTRAL SCHOOL,CASSAVANT ELEMENTARY,Tompkins,Public School,16,No,4,0,0,12,Yes,09/28/2016,16,0,No,Yes,01/06/2017,http://www.dryden.k12.ny.us/,610301060006,CASSAVANT ELEMENTARY,DRYDEN,NY,13102,11/09/2016,01/09/2017,"(42.461024, -76.478784)","CASSAVANT ELEMENTARY DRYDEN, NY 13102
(42.55173884800007, -76.29159829999998)"
