name	month	Gender	Ethnicity	IEP	satisfactory	mildly.chronic	moderately.chronic	chronic
Roberts Middle School	2	Male	White	Yes	12	2	1	0
Roberts Middle School	3	Female	Black	No	34	9	5	0
Roberts Middle School	3	Female	Black	Yes	8	1	0	0
Roberts Middle School	3	Female	Hispanic	No	7	2	1	0
Roberts Middle School	3	Female	Hispanic	Yes	1	0	1	0
Roberts Middle School	3	Female	Other	No	2	0	1	0
Roberts Middle School	3	Female	Other	Yes	1	0	0	0
Roberts Middle School	3	Female	White	No	13	8	5	2
Roberts Middle School	3	Female	White	Yes	2	1	1	0
Roberts Middle School	3	Male	Black	No	26	10	5	0
Roberts Middle School	3	Male	Black	Yes	19	8	3	0
Roberts Middle School	3	Male	Hispanic	No	0	2	1	1
Roberts Middle School	3	Male	Hispanic	Yes	3	0	0	0
Roberts Middle School	3	Male	Other	No	2	2	3	1
Roberts Middle School	3	Male	Other	Yes	1	1	1	0
Roberts Middle School	3	Male	White	No	21	3	3	2
Roberts Middle School	3	Male	White	Yes	12	2	2	0
Roberts Middle School	4	Female	Black	No	28	14	4	1
Roberts Middle School	4	Female	Black	Yes	7	2	0	0
Roberts Middle School	4	Female	Hispanic	No	7	2	1	0
Roberts Middle School	4	Female	Hispanic	Yes	1	1	0	0
Roberts Middle School	4	Female	Other	No	2	0	1	0
Roberts Middle School	4	Female	Other	Yes	0	0	0	1
Roberts Middle School	4	Female	White	No	19	4	4	1
Roberts Middle School	4	Female	White	Yes	2	0	2	0
Roberts Middle School	4	Male	Black	No	30	7	2	1
Roberts Middle School	4	Male	Black	Yes	20	5	3	2
Roberts Middle School	4	Male	Hispanic	No	1	1	2	0
Roberts Middle School	4	Male	Hispanic	Yes	2	1	0	0
Roberts Middle School	4	Male	Other	No	4	2	2	0
Roberts Middle School	4	Male	Other	Yes	2	0	1	0
Roberts Middle School	4	Male	White	No	15	9	2	3
Roberts Middle School	4	Male	White	Yes	7	3	3	3
Roberts Middle School	5	Female	Black	No	28	9	7	3
Roberts Middle School	5	Female	Black	Yes	5	3	1	0
Roberts Middle School	5	Female	Hispanic	No	5	5	0	0
Roberts Middle School	5	Female	Hispanic	Yes	0	1	1	0
Roberts Middle School	5	Female	Other	No	1	1	1	0
Roberts Middle School	5	Female	White	No	19	3	5	1
Roberts Middle School	5	Female	White	Yes	2	0	1	1
Roberts Middle School	5	Male	Black	No	26	7	5	2
Roberts Middle School	5	Male	Black	Yes	15	6	5	2
Roberts Middle School	5	Male	Hispanic	No	0	1	1	2
Roberts Middle School	5	Male	Hispanic	Yes	1	0	0	2
Roberts Middle School	5	Male	Other	No	3	3	0	2
Roberts Middle School	5	Male	Other	Yes	1	1	1	0
Roberts Middle School	5	Male	White	No	19	6	1	2
Roberts Middle School	5	Male	White	Yes	9	6	0	1
Roberts Middle School	6	Female	Black	No	36	5	3	3
Roberts Middle School	6	Female	Black	Yes	7	1	0	1
Roberts Middle School	6	Female	Hispanic	No	7	1	1	1
Roberts Middle School	6	Female	Hispanic	Yes	1	1	0	0
Roberts Middle School	6	Female	Other	No	2	0	0	1
Roberts Middle School	6	Female	White	No	17	7	3	1
Roberts Middle School	6	Female	White	Yes	2	1	0	1
Roberts Middle School	6	Male	Black	No	26	5	7	2
Roberts Middle School	6	Male	Black	Yes	20	6	3	0
Roberts Middle School	6	Male	Hispanic	No	2	1	1	0
Roberts Middle School	6	Male	Hispanic	Yes	3	0	0	0
Roberts Middle School	6	Male	Other	No	4	2	0	1
Roberts Middle School	6	Male	Other	Yes	3	0	0	0
Roberts Middle School	6	Male	White	No	18	4	5	1
Roberts Middle School	6	Male	White	Yes	10	1	2	2
Roberts Middle School	7	Female	Black	No	35	5	6	1
Roberts Middle School	7	Female	Black	Yes	5	3	0	1
Roberts Middle School	7	Female	Hispanic	No	7	2	0	1
Roberts Middle School	7	Female	Hispanic	Yes	2	0	0	0
Roberts Middle School	7	Female	Other	No	1	1	1	0
Roberts Middle School	7	Female	White	No	17	5	2	4
Roberts Middle School	7	Female	White	Yes	2	0	0	2
Roberts Middle School	7	Male	Black	No	31	2	2	5
Roberts Middle School	7	Male	Black	Yes	17	4	6	2
Roberts Middle School	7	Male	Hispanic	No	3	0	2	0
Roberts Middle School	7	Male	Hispanic	Yes	3	0	0	0
Roberts Middle School	7	Male	Other	No	5	0	1	1
Roberts Middle School	7	Male	Other	Yes	1	0	0	2
Roberts Middle School	7	Male	White	No	18	5	4	1
Roberts Middle School	7	Male	White	Yes	9	0	3	3
Roberts Middle School	8	Female	Black	No	30	9	5	1
Roberts Middle School	8	Female	Black	Yes	5	3	0	1
Roberts Middle School	8	Female	Hispanic	No	4	4	0	2
Roberts Middle School	8	Female	Hispanic	Yes	1	1	0	0
Roberts Middle School	8	Female	Other	No	2	0	0	1
Roberts Middle School	8	Female	White	No	14	4	6	3
Roberts Middle School	8	Female	White	Yes	2	0	0	2
Roberts Middle School	8	Male	Black	No	26	9	4	1
Roberts Middle School	8	Male	Black	Yes	14	10	2	2
Roberts Middle School	8	Male	Hispanic	No	1	2	1	1
Roberts Middle School	8	Male	Hispanic	Yes	2	1	0	0
Roberts Middle School	8	Male	Other	No	3	1	2	1
Roberts Middle School	8	Male	Other	Yes	1	0	0	1
Roberts Middle School	8	Male	White	No	16	4	3	4
Roberts Middle School	8	Male	White	Yes	5	3	4	2
Roberts Middle School	9	Female	Black	No	39	3	3	0
Roberts Middle School	9	Female	Black	Yes	8	0	0	1
Roberts Middle School	9	Female	Hispanic	No	8	2	0	0
Roberts Middle School	9	Female	Hispanic	Yes	0	1	1	0
Roberts Middle School	9	Female	Other	No	2	0	1	0
Roberts Middle School	9	Female	White	No	20	4	2	0
Roberts Middle School	9	Female	White	Yes	4	0	0	0
Roberts Middle School	9	Male	Black	No	33	4	2	0
Roberts Middle School	9	Male	Black	Yes	18	6	2	2
Roberts Middle School	9	Male	Hispanic	No	3	0	1	0
Roberts Middle School	9	Male	Hispanic	Yes	3	0	0	0
Roberts Middle School	9	Male	Other	No	6	0	0	1
Roberts Middle School	9	Male	Other	Yes	1	0	0	0
Roberts Middle School	9	Male	White	No	23	0	3	1
Roberts Middle School	9	Male	White	Yes	11	1	2	0
Roberts Middle School	10	Female	Black	No	43	0	0	2
Roberts Middle School	10	Female	Black	Yes	9	0	0	0
Roberts Middle School	10	Female	Hispanic	No	10	0	0	0
Roberts Middle School	10	Female	Hispanic	Yes	2	0	0	0
Roberts Middle School	10	Female	Other	No	3	0	0	0
Roberts Middle School	10	Female	White	No	25	0	0	1
Roberts Middle School	10	Female	White	Yes	4	0	0	0
Roberts Middle School	10	Male	Black	No	39	0	0	0
Roberts Middle School	10	Male	Black	Yes	27	0	0	1
Roberts Middle School	10	Male	Hispanic	No	4	0	0	0
Roberts Middle School	10	Male	Hispanic	Yes	3	0	0	0
Roberts Middle School	10	Male	Other	No	6	0	0	1
Roberts Middle School	10	Male	Other	Yes	1	0	0	0
Roberts Middle School	10	Male	White	No	26	0	0	1
Roberts Middle School	10	Male	White	Yes	13	0	0	0
Salem Hyde Elementary School	1	Female	Black	No	49	10	8	3
Salem Hyde Elementary School	1	Female	Black	Yes	7	1	3	3
Salem Hyde Elementary School	1	Female	Hispanic	No	12	3	1	5
Salem Hyde Elementary School	1	Female	Hispanic	Yes	1	1	1	0
Salem Hyde Elementary School	1	Female	Other	No	17	7	6	4
Salem Hyde Elementary School	1	Female	Other	Yes	2	0	0	0
Salem Hyde Elementary School	1	Female	White	No	75	17	9	3
Salem Hyde Elementary School	1	Female	White	Yes	6	1	2	1
Salem Hyde Elementary School	1	Male	Black	No	47	19	6	6
Salem Hyde Elementary School	1	Male	Black	Yes	16	4	5	2
Salem Hyde Elementary School	1	Male	Hispanic	No	7	3	4	2
Salem Hyde Elementary School	1	Male	Hispanic	Yes	3	1	2	1
Salem Hyde Elementary School	1	Male	Other	No	25	5	6	3
Salem Hyde Elementary School	1	Male	Other	Yes	8	0	1	1
Salem Hyde Elementary School	1	Male	White	No	50	15	9	5
Salem Hyde Elementary School	1	Male	White	Yes	24	5	7	3
Salem Hyde Elementary School	2	Female	Black	No	57	6	6	2
Salem Hyde Elementary School	2	Female	Black	Yes	8	0	2	3
Salem Hyde Elementary School	2	Female	Hispanic	No	12	2	3	3
Salem Hyde Elementary School	2	Female	Hispanic	Yes	2	0	1	0
Salem Hyde Elementary School	2	Female	Other	No	22	6	2	4
Salem Hyde Elementary School	2	Female	Other	Yes	1	0	1	0
Salem Hyde Elementary School	2	Female	White	No	85	6	8	4
Salem Hyde Elementary School	2	Female	White	Yes	9	1	0	0
Salem Hyde Elementary School	2	Male	Black	No	62	8	7	3
Salem Hyde Elementary School	2	Male	Black	Yes	20	3	4	0
Salem Hyde Elementary School	2	Male	Hispanic	No	12	0	2	2
Salem Hyde Elementary School	2	Male	Hispanic	Yes	2	0	2	3
Salem Hyde Elementary School	2	Male	Other	No	33	3	3	0
Salem Hyde Elementary School	2	Male	Other	Yes	8	0	1	1
Salem Hyde Elementary School	2	Male	White	No	61	7	7	5
Salem Hyde Elementary School	2	Male	White	Yes	26	6	1	5
Salem Hyde Elementary School	3	Female	Black	No	35	14	16	8
Salem Hyde Elementary School	3	Female	Black	Yes	2	4	3	4
Salem Hyde Elementary School	3	Female	Hispanic	No	7	3	3	4
Salem Hyde Elementary School	3	Female	Hispanic	Yes	2	0	1	0
Salem Hyde Elementary School	3	Female	Other	No	9	9	9	6
Salem Hyde Elementary School	3	Female	Other	Yes	0	0	2	0
Salem Hyde Elementary School	3	Female	White	No	56	11	27	9
Salem Hyde Elementary School	3	Female	White	Yes	4	2	3	1
Salem Hyde Elementary School	3	Male	Black	No	37	15	21	8
Salem Hyde Elementary School	3	Male	Black	Yes	13	7	3	4
Salem Hyde Elementary School	3	Male	Hispanic	No	4	4	3	4
Salem Hyde Elementary School	3	Male	Hispanic	Yes	2	1	3	1
Salem Hyde Elementary School	3	Male	Other	No	13	13	13	0
Salem Hyde Elementary School	3	Male	Other	Yes	5	1	3	1
Salem Hyde Elementary School	3	Male	White	No	30	17	26	7
Salem Hyde Elementary School	3	Male	White	Yes	11	11	12	4
Salem Hyde Elementary School	4	Female	Black	No	42	14	10	11
Salem Hyde Elementary School	4	Female	Black	Yes	3	4	3	3
Salem Hyde Elementary School	4	Female	Hispanic	No	7	6	2	3
Salem Hyde Elementary School	4	Female	Hispanic	Yes	1	1	1	0
Salem Hyde Elementary School	4	Female	Other	No	14	10	8	1
Salem Hyde Elementary School	4	Female	Other	Yes	0	2	0	0
Salem Hyde Elementary School	4	Female	White	No	54	26	14	7
Salem Hyde Elementary School	4	Female	White	Yes	3	2	3	2
Salem Hyde Elementary School	4	Male	Black	No	38	19	15	11
Salem Hyde Elementary School	4	Male	Black	Yes	12	5	7	3
Salem Hyde Elementary School	4	Male	Hispanic	No	5	5	3	2
Salem Hyde Elementary School	4	Male	Hispanic	Yes	3	0	0	4
Salem Hyde Elementary School	4	Male	Other	No	17	12	7	3
Salem Hyde Elementary School	4	Male	Other	Yes	4	2	3	1
Salem Hyde Elementary School	4	Male	White	No	32	16	21	9
Salem Hyde Elementary School	4	Male	White	Yes	19	7	8	4
Salem Hyde Elementary School	5	Female	Black	No	44	18	6	9
Salem Hyde Elementary School	5	Female	Black	Yes	3	3	6	1
Salem Hyde Elementary School	5	Female	Hispanic	No	6	3	9	0
Salem Hyde Elementary School	5	Female	Hispanic	Yes	0	0	3	0
Salem Hyde Elementary School	5	Female	Other	No	16	7	6	4
Salem Hyde Elementary School	5	Female	Other	Yes	0	0	2	0
Salem Hyde Elementary School	5	Female	White	No	55	20	14	12
Salem Hyde Elementary School	5	Female	White	Yes	4	5	1	2
Salem Hyde Elementary School	5	Male	Black	No	36	24	17	8
Salem Hyde Elementary School	5	Male	Black	Yes	14	6	6	1
Salem Hyde Elementary School	5	Male	Hispanic	No	4	6	4	1
Salem Hyde Elementary School	5	Male	Hispanic	Yes	2	1	2	2
Salem Hyde Elementary School	5	Male	Other	No	18	10	8	3
Salem Hyde Elementary School	5	Male	Other	Yes	7	1	0	2
Salem Hyde Elementary School	5	Male	White	No	38	16	14	11
Salem Hyde Elementary School	5	Male	White	Yes	16	12	8	2
Salem Hyde Elementary School	6	Female	Black	No	44	16	7	10
Salem Hyde Elementary School	6	Female	Black	Yes	5	2	3	3
Salem Hyde Elementary School	6	Female	Hispanic	No	7	6	4	2
Salem Hyde Elementary School	6	Female	Hispanic	Yes	0	0	2	1
Salem Hyde Elementary School	6	Female	Other	No	14	12	3	4
Salem Hyde Elementary School	6	Female	Other	Yes	0	2	0	0
Salem Hyde Elementary School	6	Female	White	No	54	24	17	6
Salem Hyde Elementary School	6	Female	White	Yes	6	2	1	2
Salem Hyde Elementary School	6	Male	Black	No	39	19	17	11
Salem Hyde Elementary School	6	Male	Black	Yes	12	5	4	6
Salem Hyde Elementary School	6	Male	Hispanic	No	8	3	3	1
Salem Hyde Elementary School	6	Male	Hispanic	Yes	1	2	2	2
Salem Hyde Elementary School	6	Male	Other	No	21	12	6	0
Salem Hyde Elementary School	6	Male	Other	Yes	8	0	0	2
Salem Hyde Elementary School	6	Male	White	No	33	15	25	7
Salem Hyde Elementary School	6	Male	White	Yes	15	7	13	3
Salem Hyde Elementary School	7	Female	Black	No	52	11	9	4
Salem Hyde Elementary School	7	Female	Black	Yes	6	3	1	3
Salem Hyde Elementary School	7	Female	Hispanic	No	12	3	2	1
Salem Hyde Elementary School	7	Female	Hispanic	Yes	0	0	1	2
Salem Hyde Elementary School	7	Female	Other	No	15	12	5	1
Salem Hyde Elementary School	7	Female	Other	Yes	2	0	0	0
Salem Hyde Elementary School	7	Female	White	No	60	14	17	9
Salem Hyde Elementary School	7	Female	White	Yes	5	0	4	1
Salem Hyde Elementary School	7	Male	Black	No	51	12	11	12
Salem Hyde Elementary School	7	Male	Black	Yes	18	4	2	4
Salem Hyde Elementary School	7	Male	Hispanic	No	5	4	4	2
Salem Hyde Elementary School	7	Male	Hispanic	Yes	2	0	2	3
Salem Hyde Elementary School	7	Male	Other	No	27	4	6	2
Salem Hyde Elementary School	7	Male	Other	Yes	6	0	2	2
Salem Hyde Elementary School	7	Male	White	No	44	12	18	5
Salem Hyde Elementary School	7	Male	White	Yes	23	6	3	6
Salem Hyde Elementary School	8	Female	Black	No	46	13	11	6
Salem Hyde Elementary School	8	Female	Black	Yes	6	0	3	4
Salem Hyde Elementary School	8	Female	Hispanic	No	5	7	6	0
Salem Hyde Elementary School	8	Female	Hispanic	Yes	0	2	1	0
Salem Hyde Elementary School	8	Female	Other	No	11	13	7	2
Salem Hyde Elementary School	8	Female	Other	Yes	0	1	1	0
Salem Hyde Elementary School	8	Female	White	No	54	26	15	5
Salem Hyde Elementary School	8	Female	White	Yes	3	2	5	0
Salem Hyde Elementary School	8	Male	Black	No	35	31	15	5
Salem Hyde Elementary School	8	Male	Black	Yes	12	10	4	2
Salem Hyde Elementary School	8	Male	Hispanic	No	6	3	4	2
Salem Hyde Elementary School	8	Male	Hispanic	Yes	2	3	1	1
Salem Hyde Elementary School	8	Male	Other	No	24	8	6	0
Salem Hyde Elementary School	8	Male	Other	Yes	3	4	2	1
Salem Hyde Elementary School	8	Male	White	No	36	18	21	4
Salem Hyde Elementary School	8	Male	White	Yes	14	11	9	3
Salem Hyde Elementary School	9	Female	Black	No	58	3	6	8
Salem Hyde Elementary School	9	Female	Black	Yes	7	0	4	2
Salem Hyde Elementary School	9	Female	Hispanic	No	8	7	2	1
Salem Hyde Elementary School	9	Female	Hispanic	Yes	0	1	1	1
Salem Hyde Elementary School	9	Female	Other	No	22	7	3	1
Salem Hyde Elementary School	9	Female	Other	Yes	1	0	1	0
Salem Hyde Elementary School	9	Female	White	No	75	9	10	5
Salem Hyde Elementary School	9	Female	White	Yes	7	1	1	1
Salem Hyde Elementary School	9	Male	Black	No	59	7	13	6
Salem Hyde Elementary School	9	Male	Black	Yes	22	1	2	3
Salem Hyde Elementary School	9	Male	Hispanic	No	9	3	1	2
Salem Hyde Elementary School	9	Male	Hispanic	Yes	4	0	2	1
Salem Hyde Elementary School	9	Male	Other	No	29	5	3	0
Salem Hyde Elementary School	9	Male	Other	Yes	7	2	1	0
Salem Hyde Elementary School	9	Male	White	No	53	12	8	6
Salem Hyde Elementary School	9	Male	White	Yes	21	6	6	4
Salem Hyde Elementary School	10	Female	Black	No	69	0	0	6
Salem Hyde Elementary School	10	Female	Black	Yes	11	0	0	2
Salem Hyde Elementary School	10	Female	Hispanic	No	17	0	0	1
Salem Hyde Elementary School	10	Female	Hispanic	Yes	2	0	0	1
Salem Hyde Elementary School	10	Female	Other	No	33	0	0	0
Salem Hyde Elementary School	10	Female	Other	Yes	2	0	0	0
Salem Hyde Elementary School	10	Female	White	No	96	0	0	3
Salem Hyde Elementary School	10	Female	White	Yes	10	0	0	0
Salem Hyde Elementary School	10	Male	Black	No	80	0	0	5
Salem Hyde Elementary School	10	Male	Black	Yes	26	0	0	2
Salem Hyde Elementary School	10	Male	Hispanic	No	14	0	0	1
Salem Hyde Elementary School	10	Male	Hispanic	Yes	7	0	0	0
Salem Hyde Elementary School	10	Male	Other	No	36	0	0	1
Salem Hyde Elementary School	10	Male	Other	Yes	9	0	0	1
Salem Hyde Elementary School	10	Male	White	No	76	0	0	3
Salem Hyde Elementary School	10	Male	White	Yes	34	0	0	3
Seymour Dual Language Academy	1	Female	Black	No	43	18	16	11
Seymour Dual Language Academy	1	Female	Black	Yes	6	3	2	0
Seymour Dual Language Academy	1	Female	Hispanic	No	49	17	28	18
Seymour Dual Language Academy	1	Female	Hispanic	Yes	10	9	4	7
Seymour Dual Language Academy	1	Female	Other	No	10	3	2	2
Seymour Dual Language Academy	1	Female	Other	Yes	2	0	0	0
Seymour Dual Language Academy	1	Female	White	No	6	4	2	2
Seymour Dual Language Academy	1	Female	White	Yes	1	2	2	1
Seymour Dual Language Academy	1	Male	Black	No	52	16	14	6
Seymour Dual Language Academy	1	Male	Black	Yes	17	9	5	5
Seymour Dual Language Academy	1	Male	Hispanic	No	33	24	20	20
Seymour Dual Language Academy	1	Male	Hispanic	Yes	21	15	10	10
Seymour Dual Language Academy	1	Male	Other	No	2	2	3	1
Seymour Dual Language Academy	1	Male	Other	Yes	4	1	2	2
Seymour Dual Language Academy	1	Male	White	No	6	3	0	6
Seymour Dual Language Academy	1	Male	White	Yes	2	4	0	3
Seymour Dual Language Academy	2	Female	Black	No	61	9	7	10
Seymour Dual Language Academy	2	Female	Black	Yes	9	1	1	0
Seymour Dual Language Academy	2	Female	Hispanic	No	50	27	22	16
Seymour Dual Language Academy	2	Female	Hispanic	Yes	13	4	4	9
Seymour Dual Language Academy	2	Female	Other	No	13	1	0	2
Seymour Dual Language Academy	2	Female	Other	Yes	0	2	0	0
Seymour Dual Language Academy	2	Female	White	No	7	3	4	1
Seymour Dual Language Academy	2	Female	White	Yes	3	1	1	1
Seymour Dual Language Academy	2	Male	Black	No	62	17	6	3
Seymour Dual Language Academy	2	Male	Black	Yes	21	3	3	9
Seymour Dual Language Academy	2	Male	Hispanic	No	34	18	15	28
Seymour Dual Language Academy	2	Male	Hispanic	Yes	21	10	11	12
Seymour Dual Language Academy	2	Male	Other	No	6	0	0	2
Seymour Dual Language Academy	2	Male	Other	Yes	6	1	1	1
Seymour Dual Language Academy	2	Male	White	No	8	3	2	3
Seymour Dual Language Academy	2	Male	White	Yes	2	1	3	2
Seymour Dual Language Academy	3	Female	Black	No	19	20	26	22
Seymour Dual Language Academy	3	Female	Black	Yes	3	2	4	2
Seymour Dual Language Academy	3	Female	Hispanic	No	22	27	35	31
Seymour Dual Language Academy	3	Female	Hispanic	Yes	7	4	8	11
Seymour Dual Language Academy	3	Female	Other	No	2	6	4	3
Seymour Dual Language Academy	3	Female	Other	Yes	0	0	1	1
Seymour Dual Language Academy	3	Female	White	No	2	4	4	5
Seymour Dual Language Academy	3	Female	White	Yes	0	0	4	2
Seymour Dual Language Academy	3	Male	Black	No	21	21	33	14
Seymour Dual Language Academy	3	Male	Black	Yes	8	8	15	5
Seymour Dual Language Academy	3	Male	Hispanic	No	18	8	32	39
Seymour Dual Language Academy	3	Male	Hispanic	Yes	8	8	16	21
Seymour Dual Language Academy	3	Male	Other	No	1	0	3	4
Seymour Dual Language Academy	3	Male	Other	Yes	2	2	5	0
Seymour Dual Language Academy	3	Male	White	No	2	7	4	3
Seymour Dual Language Academy	3	Male	White	Yes	0	2	1	5
Seymour Dual Language Academy	4	Female	Black	No	31	23	18	15
Seymour Dual Language Academy	4	Female	Black	Yes	7	0	2	2
Seymour Dual Language Academy	4	Female	Hispanic	No	28	18	37	34
Seymour Dual Language Academy	4	Female	Hispanic	Yes	8	4	8	10
Seymour Dual Language Academy	4	Female	Other	No	7	2	4	2
Seymour Dual Language Academy	4	Female	Other	Yes	0	1	1	0
Seymour Dual Language Academy	4	Female	White	No	3	3	5	4
Seymour Dual Language Academy	4	Female	White	Yes	0	3	2	1
Seymour Dual Language Academy	4	Male	Black	No	30	20	27	12
Seymour Dual Language Academy	4	Male	Black	Yes	12	5	11	8
Seymour Dual Language Academy	4	Male	Hispanic	No	17	17	27	32
Seymour Dual Language Academy	4	Male	Hispanic	Yes	13	8	16	15
Seymour Dual Language Academy	4	Male	Other	No	0	1	5	2
Seymour Dual Language Academy	4	Male	Other	Yes	2	2	4	1
Seymour Dual Language Academy	4	Male	White	No	4	9	0	3
Seymour Dual Language Academy	4	Male	White	Yes	1	1	2	4
Seymour Dual Language Academy	5	Female	Black	No	30	20	25	13
Seymour Dual Language Academy	5	Female	Black	Yes	5	2	1	3
Seymour Dual Language Academy	5	Female	Hispanic	No	31	23	38	25
Seymour Dual Language Academy	5	Female	Hispanic	Yes	9	6	5	10
Seymour Dual Language Academy	5	Female	Other	No	5	5	2	3
Seymour Dual Language Academy	5	Female	Other	Yes	0	0	1	1
Seymour Dual Language Academy	5	Female	White	No	3	4	6	2
Seymour Dual Language Academy	5	Female	White	Yes	2	1	1	2
Seymour Dual Language Academy	5	Male	Black	No	33	23	26	8
Seymour Dual Language Academy	5	Male	Black	Yes	15	8	8	7
Seymour Dual Language Academy	5	Male	Hispanic	No	20	18	24	32
Seymour Dual Language Academy	5	Male	Hispanic	Yes	13	11	15	14
Seymour Dual Language Academy	5	Male	Other	No	2	1	5	0
Seymour Dual Language Academy	5	Male	Other	Yes	2	3	4	0
Seymour Dual Language Academy	5	Male	White	No	5	3	4	3
Seymour Dual Language Academy	5	Male	White	Yes	2	1	2	3
Seymour Dual Language Academy	6	Female	Black	No	38	18	14	17
Seymour Dual Language Academy	6	Female	Black	Yes	6	2	3	1
Seymour Dual Language Academy	6	Female	Hispanic	No	36	26	31	25
Seymour Dual Language Academy	6	Female	Hispanic	Yes	8	5	9	8
Seymour Dual Language Academy	6	Female	Other	No	7	2	4	3
Seymour Dual Language Academy	6	Female	Other	Yes	0	2	0	0
Seymour Dual Language Academy	6	Female	White	No	5	4	6	1
Seymour Dual Language Academy	6	Female	White	Yes	2	0	2	2
Seymour Dual Language Academy	6	Male	Black	No	33	26	16	15
Seymour Dual Language Academy	6	Male	Black	Yes	11	10	13	4
Seymour Dual Language Academy	6	Male	Hispanic	No	22	25	28	24
Seymour Dual Language Academy	6	Male	Hispanic	Yes	12	13	15	14
Seymour Dual Language Academy	6	Male	Other	No	3	1	4	0
Seymour Dual Language Academy	6	Male	Other	Yes	2	3	4	0
Seymour Dual Language Academy	6	Male	White	No	6	2	4	2
Seymour Dual Language Academy	6	Male	White	Yes	3	3	1	2
Seymour Dual Language Academy	7	Female	Black	No	39	15	16	19
Seymour Dual Language Academy	7	Female	Black	Yes	4	4	1	3
Seymour Dual Language Academy	7	Female	Hispanic	No	50	10	31	30
Seymour Dual Language Academy	7	Female	Hispanic	Yes	10	4	8	8
Seymour Dual Language Academy	7	Female	Other	No	8	3	2	3
Seymour Dual Language Academy	7	Female	Other	Yes	1	0	1	0
Seymour Dual Language Academy	7	Female	White	No	9	3	2	3
Seymour Dual Language Academy	7	Female	White	Yes	1	1	2	2
Seymour Dual Language Academy	7	Male	Black	No	33	17	19	22
Seymour Dual Language Academy	7	Male	Black	Yes	19	6	7	6
Seymour Dual Language Academy	7	Male	Hispanic	No	35	12	20	33
Seymour Dual Language Academy	7	Male	Hispanic	Yes	20	6	9	19
Seymour Dual Language Academy	7	Male	Other	No	2	3	2	1
Seymour Dual Language Academy	7	Male	Other	Yes	3	3	1	2
Seymour Dual Language Academy	7	Male	White	No	9	0	2	3
Seymour Dual Language Academy	7	Male	White	Yes	2	2	1	3
Seymour Dual Language Academy	8	Female	Black	No	38	13	20	18
Seymour Dual Language Academy	8	Female	Black	Yes	3	3	5	1
Seymour Dual Language Academy	8	Female	Hispanic	No	43	22	31	24
Seymour Dual Language Academy	8	Female	Hispanic	Yes	8	3	16	3
Seymour Dual Language Academy	8	Female	Other	No	7	3	4	2
Seymour Dual Language Academy	8	Female	Other	Yes	2	0	0	0
Seymour Dual Language Academy	8	Female	White	No	5	7	1	4
Seymour Dual Language Academy	8	Female	White	Yes	1	0	2	3
Seymour Dual Language Academy	8	Male	Black	No	35	26	23	7
Seymour Dual Language Academy	8	Male	Black	Yes	15	8	7	8
Seymour Dual Language Academy	8	Male	Hispanic	No	26	24	20	27
Seymour Dual Language Academy	8	Male	Hispanic	Yes	14	9	15	15
Seymour Dual Language Academy	8	Male	Other	No	1	1	4	1
Seymour Dual Language Academy	8	Male	Other	Yes	2	3	4	0
Seymour Dual Language Academy	8	Male	White	No	9	2	2	2
Seymour Dual Language Academy	8	Male	White	Yes	3	1	2	3
Seymour Dual Language Academy	9	Female	Black	No	54	12	5	19
Seymour Dual Language Academy	9	Female	Black	Yes	5	2	3	2
Seymour Dual Language Academy	9	Female	Hispanic	No	54	25	20	24
Seymour Dual Language Academy	9	Female	Hispanic	Yes	14	9	4	3
Seymour Dual Language Academy	9	Female	Other	No	12	2	0	1
Seymour Dual Language Academy	9	Female	Other	Yes	2	0	0	0
Seymour Dual Language Academy	9	Female	White	No	6	4	3	4
Seymour Dual Language Academy	9	Female	White	Yes	3	1	1	1
Seymour Dual Language Academy	9	Male	Black	No	51	13	18	10
Seymour Dual Language Academy	9	Male	Black	Yes	24	3	6	5
Seymour Dual Language Academy	9	Male	Hispanic	No	38	18	16	25
Seymour Dual Language Academy	9	Male	Hispanic	Yes	30	5	7	10
Seymour Dual Language Academy	9	Male	Other	No	5	2	0	0
Seymour Dual Language Academy	9	Male	Other	Yes	5	2	1	1
Seymour Dual Language Academy	9	Male	White	No	11	2	2	1
Seymour Dual Language Academy	9	Male	White	Yes	3	2	1	3
Seymour Dual Language Academy	10	Female	Black	No	72	0	0	18
Seymour Dual Language Academy	10	Female	Black	Yes	9	0	0	3
Seymour Dual Language Academy	10	Female	Hispanic	No	112	0	0	11
Seymour Dual Language Academy	10	Female	Hispanic	Yes	28	0	0	2
Seymour Dual Language Academy	10	Female	Other	No	12	0	0	3
Seymour Dual Language Academy	10	Female	Other	Yes	1	0	0	1
Seymour Dual Language Academy	10	Female	White	No	14	0	0	3
Seymour Dual Language Academy	10	Female	White	Yes	6	0	0	0
Seymour Dual Language Academy	10	Male	Black	No	84	0	0	8
Seymour Dual Language Academy	10	Male	Black	Yes	35	0	0	3
Seymour Dual Language Academy	10	Male	Hispanic	No	87	0	0	10
Seymour Dual Language Academy	10	Male	Hispanic	Yes	46	0	0	6
Seymour Dual Language Academy	10	Male	Other	No	6	0	0	1
Seymour Dual Language Academy	10	Male	Other	Yes	8	0	0	1
Seymour Dual Language Academy	10	Male	White	No	14	0	0	2
Seymour Dual Language Academy	10	Male	White	Yes	9	0	0	0
Syracuse Latin School	1	Female	Black	No	19	5	4	0
